timestamp,open,high,low,close,volume
2020-08-22,59.18,60.54,57.76,60.21,735637.16639
2020-08-23,60.21,61.63,58.01,60.55,629697.6774
2020-08-24,60.56,63.01,59.97,62.02,687323.05849
2020-08-25,62.03,62.29,56.6,58.34,1171220.25124
2020-08-26,58.33,59.1,57.02,58.1,663386.26018
2020-08-27,58.11,59.24,53.91,56.1,975870.10827
2020-08-28,56.12,58.28,55.33,57.38,644522.18905
2020-08-29,57.36,58.18,56.93,56.97,408492.18575
2020-08-30,56.95,62.95,56.93,62.89,839317.10194
2020-08-31,62.89,63.7,60.51,60.92,680146.78621
2020-09-01,60.94,64.31,59.69,62.69,972744.47944
2020-09-02,62.68,63.19,56.32,58.06,934006.30005
2020-09-03,58.07,58.62,45.33,47.28,1324245.74096
2020-09-04,47.28,52.38,46.24,50.32,1476516.48212
2020-09-05,50.33,51.32,45.21,47.83,1350657.16967
2020-09-06,47.82,49.25,46.28,47.92,653592.78694
2020-09-07,47.93,49.18,45.22,48.84,826692.56519
2020-09-08,48.85,49.35,45.98,47.47,760182.50564
2020-09-09,47.47,48.81,46.52,47.82,378772.50759
2020-09-10,47.82,49.45,47.77,48.67,474471.86038
2020-09-11,48.65,49.59,47.37,48.96,367092.22089
2020-09-12,48.95,51.31,48.38,50.8,451949.52403
2020-09-13,50.82,51.04,47.26,48.15,458828.41821
2020-09-14,48.17,49.65,47.11,49.08,493683.75375
2020-09-15,49.08,50.37,48.1,48.31,615374.46932
2020-09-16,48.29,48.75,46.91,47.76,409293.57783
2020-09-17,47.76,49.67,47.64,48.85,412392.29057
2020-09-18,48.85,49.07,47.44,48.54,322351.62539
2020-09-19,48.53,49.03,47.94,48.52,225043.69543
2020-09-20,48.51,48.51,46.15,47.09,309678.11312
2020-09-21,47.1,47.64,41.59,43.16,724381.66742
2020-09-22,43.17,44.79,42.75,44.47,334632.72915
2020-09-23,44.47,45.14,42.25,42.96,416831.71649
2020-09-24,42.99,45.29,42.56,44.92,385922.04928
2020-09-25,44.92,46.58,43.97,46.02,417026.33099
2020-09-26,46.01,46.56,45.12,46.03,239828.37016
2020-09-27,46.01,46.62,44.56,46.05,299821.64354
2020-09-28,46.05,47.14,44.8,45.23,500347.34059
2020-09-29,45.23,45.85,44.95,45.69,314875.69765
2020-09-30,45.68,46.7,45.44,46.24,294138.00474
2020-10-01,46.26,48.46,45.23,46.25,691422.81613
2020-10-02,46.25,46.97,43.19,44.88,518670.86558
2020-10-03,44.88,45.97,44.72,45.51,225825.74372
2020-10-04,45.5,47.07,45.28,46.69,257423.66188
2020-10-05,46.68,47.08,45.53,46.34,288147.27514
2020-10-06,46.35,48.25,45.52,45.99,650720.47185
2020-10-07,46.01,46.96,45.02,46.55,384596.71962
2020-10-08,46.56,47.5,45.45,47.21,412581.66491
2020-10-09,47.21,48.2,46.59,47.78,402514.89168
2020-10-10,47.78,50.46,47.76,48.88,426163.73877
2020-10-11,48.89,51.27,48.66,50.48,393329.63182
2020-10-12,50.48,51.5,49.24,50.58,622150.70858
2020-10-13,50.58,50.71,48.8,49.89,468445.05222
2020-10-14,49.9,51.04,49.27,49.79,381873.31223
2020-10-15,49.79,50.24,48.8,49.53,349966.03743
2020-10-16,49.52,49.84,45.6,47.6,603775.07786
2020-10-17,47.61,47.64,46.28,46.93,222964.85752
