timestamp,open,high,low,close,volume
2020-08-23 10:00:00,389.82,389.89,385.5,386.45,26279.95452
2020-08-23 11:00:00,386.46,388.26,383.15,383.92,34616.67359
2020-08-23 12:00:00,383.99,387.27,383.29,387.02,22265.03399
2020-08-23 13:00:00,387.03,392.6,385.57,388.89,32538.55643
2020-08-23 14:00:00,388.88,389.95,388.04,389.69,16043.04163
2020-08-23 15:00:00,389.63,392.97,389.25,392.61,20335.04862
2020-08-23 16:00:00,392.66,392.88,389.21,389.98,18245.95545
2020-08-23 17:00:00,389.98,391.23,388.84,389.92,12966.97108
2020-08-23 18:00:00,389.96,392.64,389.32,391.81,14168.66673
2020-08-23 19:00:00,391.81,394.43,390.46,393.96,20147.27709
2020-08-23 20:00:00,393.96,395.25,392.61,392.85,20324.42268
2020-08-23 21:00:00,392.84,393.41,391.96,393.33,8772.0257
2020-08-23 22:00:00,393.33,393.71,390.71,391.25,10779.91661
2020-08-23 23:00:00,391.24,392.84,390.35,390.71,10954.43456
2020-08-24 00:00:00,390.72,391.27,387.44,389.93,22218.20275
2020-08-24 01:00:00,389.93,390.55,388.5,389.51,14977.75326
2020-08-24 02:00:00,389.5,392.61,389.41,391.18,19806.33006
2020-08-24 03:00:00,391.19,393.97,390.95,393.24,23956.6946
2020-08-24 04:00:00,393.22,393.75,391.56,392.45,12811.68056
2020-08-24 05:00:00,392.47,393.0,391.64,392.52,16057.96506
2020-08-24 06:00:00,392.52,396.02,391.9,396.01,50348.3443
2020-08-24 07:00:00,396.01,398.97,395.97,398.44,41336.84889
2020-08-24 08:00:00,398.48,407.59,398.43,404.75,75111.61003
2020-08-24 09:00:00,404.76,405.73,403.4,405.21,26636.83649
2020-08-24 10:00:00,405.2,406.3,403.87,405.23,29624.16896
2020-08-24 11:00:00,405.23,408.5,405.21,406.97,39595.54104
2020-08-24 12:00:00,406.93,408.53,405.3,405.39,26435.45331
2020-08-24 13:00:00,405.37,407.85,405.35,405.56,19073.61487
2020-08-24 14:00:00,405.56,406.59,402.14,402.26,34427.12743
2020-08-24 15:00:00,402.23,403.79,400.8,403.1,30582.61919
2020-08-24 16:00:00,403.1,405.63,401.77,404.64,25149.42256
