timestamp,open,high,low,close,volume
2020-08-21 23:00:00,59.57,59.91,58.77,59.2,41959.26439
2020-08-22 00:00:00,59.18,59.24,57.88,58.34,111250.84312
2020-08-22 01:00:00,58.33,59.22,57.76,58.8,62275.69275
2020-08-22 02:00:00,58.81,59.23,58.36,58.85,32067.08089
2020-08-22 03:00:00,58.84,59.4,58.57,59.28,23378.49715
2020-08-22 04:00:00,59.28,59.28,58.05,58.41,37698.24831
2020-08-22 05:00:00,58.42,59.12,58.26,59.08,39213.82111
2020-08-22 06:00:00,59.08,59.6,59.01,59.48,58775.59007
2020-08-22 07:00:00,59.47,59.79,59.13,59.7,26264.77224
2020-08-22 08:00:00,59.7,60.06,59.57,59.68,42508.65372
2020-08-22 09:00:00,59.68,59.8,59.29,59.66,27402.87248
2020-08-22 10:00:00,59.68,59.85,59.38,59.65,19721.45488
2020-08-22 11:00:00,59.66,59.71,59.02,59.28,22668.70831
2020-08-22 12:00:00,59.29,60.26,59.26,59.76,24717.14419
2020-08-22 13:00:00,59.71,59.87,59.26,59.58,27353.53989
2020-08-22 14:00:00,59.58,59.84,59.27,59.62,22259.60505
2020-08-22 15:00:00,59.61,59.94,59.53,59.54,15823.17067
2020-08-22 16:00:00,59.54,59.61,59.12,59.42,18129.91335
2020-08-22 17:00:00,59.43,59.61,59.26,59.54,9767.2734
2020-08-22 18:00:00,59.51,59.75,59.46,59.51,12344.243
2020-08-22 19:00:00,59.5,59.63,59.34,59.51,11375.501
2020-08-22 20:00:00,59.51,59.54,59.18,59.41,8928.0693
2020-08-22 21:00:00,59.42,60.49,59.32,60.36,30528.96414
2020-08-22 22:00:00,60.37,60.51,60.04,60.28,28223.58384
2020-08-22 23:00:00,60.27,60.54,60.15,60.21,22959.92353
2020-08-23 00:00:00,60.21,60.64,59.56,59.69,33783.63206
2020-08-23 01:00:00,59.7,59.77,58.9,59.46,37336.63958
2020-08-23 02:00:00,59.48,59.59,59.1,59.19,16295.13722
2020-08-23 03:00:00,59.19,59.4,58.61,58.86,27351.79685
2020-08-23 04:00:00,58.85,59.02,58.64,58.82,18212.21663
2020-08-23 05:00:00,58.84,58.92,58.3,58.66,21890.63655
2020-08-23 06:00:00,58.65,59.24,58.53,59.12,23250.95368
2020-08-23 07:00:00,59.11,59.34,59.02,59.21,10038.90019
2020-08-23 08:00:00,59.23,59.27,58.67,58.83,19774.7249
2020-08-23 09:00:00,58.81,59.23,58.6,59.13,14496.03774
2020-08-23 10:00:00,59.1,59.13,58.14,58.2,32797.92505
2020-08-23 11:00:00,58.2,58.58,58.01,58.1,27326.02202
2020-08-23 12:00:00,58.11,58.71,58.1,58.67,20478.32249
2020-08-23 13:00:00,58.66,59.36,58.29,58.94,41428.77811
2020-08-23 14:00:00,58.94,59.18,58.82,59.04,14574.06901
2020-08-23 15:00:00,59.03,59.76,58.93,59.75,19757.59886
2020-08-23 16:00:00,59.75,59.91,59.29,59.41,18326.12766
2020-08-23 17:00:00,59.44,61.02,59.41,60.4,65400.08403
2020-08-23 18:00:00,60.4,61.0,60.16,60.78,44393.50056
2020-08-23 19:00:00,60.75,61.48,60.61,61.22,45124.48967
2020-08-23 20:00:00,61.22,61.63,60.86,60.98,37681.42028
2020-08-23 21:00:00,60.98,61.05,60.62,60.95,11905.03853
2020-08-23 22:00:00,60.93,61.04,60.46,60.52,12799.03603
2020-08-23 23:00:00,60.53,60.83,60.46,60.55,15274.5897
2020-08-24 00:00:00,60.56,60.66,59.97,60.37,26340.32751
2020-08-24 01:00:00,60.38,60.81,60.19,60.79,22184.48958
2020-08-24 02:00:00,60.8,61.52,60.75,61.47,40074.78902
2020-08-24 03:00:00,61.46,61.83,61.29,61.51,33045.75
2020-08-24 04:00:00,61.51,61.57,60.75,61.3,35412.7312
2020-08-24 05:00:00,61.3,61.37,60.79,60.86,15911.3294
2020-08-24 06:00:00,60.87,61.69,60.67,61.62,32466.48442
2020-08-24 07:00:00,61.63,62.41,61.45,62.02,57313.89398
2020-08-24 08:00:00,62.02,62.26,61.9,62.11,42130.22496
2020-08-24 09:00:00,62.11,62.46,61.82,62.43,27317.82243
2020-08-24 10:00:00,62.42,62.63,62.18,62.29,29934.53144
2020-08-24 11:00:00,62.28,62.82,62.26,62.34,34558.98933
2020-08-24 12:00:00,62.34,62.54,61.95,61.98,22081.40289
2020-08-24 13:00:00,61.97,62.24,61.76,61.85,18398.76565
2020-08-24 14:00:00,61.85,62.56,61.54,61.72,34834.91728
2020-08-24 15:00:00,61.72,62.43,61.69,62.42,18751.89877
2020-08-24 16:00:00,62.43,63.01,62.02,62.89,40655.0822
2020-08-24 17:00:00,62.9,62.93,62.27,62.45,24308.59815
2020-08-24 18:00:00,62.45,62.63,61.66,62.07,33752.76754
2020-08-24 19:00:00,62.09,62.34,61.6,62.24,24843.21804
2020-08-24 20:00:00,62.25,62.33,61.8,61.9,18185.28881
2020-08-24 21:00:00,61.91,62.15,61.75,62.0,19048.40949
2020-08-24 22:00:00,62.01,62.21,61.94,62.19,16633.73657
2020-08-24 23:00:00,62.18,62.58,62.02,62.02,19137.60983
2020-08-25 00:00:00,62.03,62.29,61.57,61.78,32094.47571
2020-08-25 01:00:00,61.76,62.01,61.63,61.96,11588.53125
2020-08-25 02:00:00,61.94,61.97,60.86,61.06,36612.69182
2020-08-25 03:00:00,61.07,61.33,60.7,60.98,27171.64509
2020-08-25 04:00:00,60.96,61.44,60.7,61.3,18579.65521
2020-08-25 05:00:00,61.3,61.5,61.01,61.07,19576.46734
2020-08-25 06:00:00,61.06,61.24,60.25,60.6,37581.557
2020-08-25 07:00:00,60.59,60.92,59.93,60.68,30183.83461
2020-08-25 08:00:00,60.67,60.69,59.83,60.56,44867.05633
2020-08-25 09:00:00,60.55,60.84,60.36,60.81,22661.38291
2020-08-25 10:00:00,60.82,61.29,60.52,61.19,32241.36546
2020-08-25 11:00:00,61.19,61.37,60.86,60.95,23537.3168
2020-08-25 12:00:00,60.95,60.95,59.6,59.92,76394.50719
2020-08-25 13:00:00,59.91,60.62,59.4,59.63,66034.66535
2020-08-25 14:00:00,59.62,59.83,58.49,58.99,130567.50965
2020-08-25 15:00:00,58.99,59.2,58.53,59.05,57068.24224
2020-08-25 16:00:00,59.05,59.3,56.99,57.52,103205.72486
2020-08-25 17:00:00,57.52,57.82,56.69,57.44,147931.42595
2020-08-25 18:00:00,57.42,58.18,56.6,57.98,97922.95747
2020-08-25 19:00:00,57.97,58.31,57.69,58.06,37770.64632
2020-08-25 20:00:00,58.06,58.29,57.51,57.67,40314.73052
2020-08-25 21:00:00,57.65,58.39,57.65,57.82,17551.62029
2020-08-25 22:00:00,57.81,58.61,57.81,58.43,29394.41767
2020-08-25 23:00:00,58.45,58.8,58.25,58.34,30367.8242
2020-08-26 00:00:00,58.33,58.37,57.6,57.78,44911.86887
2020-08-26 01:00:00,57.78,58.34,57.75,58.12,31705.64111
2020-08-26 02:00:00,58.12,58.57,58.11,58.53,26360.26037
